"orig_name","clean_name","match_cos","gvkey","cos_score"
"PUBLIX SUPER MARKETS INC","publix super markets inc","PUBLIX SUPER MARKETS INC",8815,100
"Publix Super Markets Inc.","publix super markets inc","PUBLIX SUPER MARKETS INC",8815,100
"PUBLIX SUPER MARKETS INC.","publix super markets inc","PUBLIX SUPER MARKETS INC",8815,100
"PUBLIX SUPER MARKETS, INC.","publix super markets inc","PUBLIX SUPER MARKETS INC",8815,100
"PUGET SOUND BANCORP","puget sound bancorp","PUGET SOUND BANCORP",11894,100
"PUGET SOUND ENERGY INC","puget sound energy inc","PUGET SOUND ENERGY INC",156819,100
"PUGET SOUND ENERGY, INC.","puget sound energy inc","PUGET SOUND ENERGY INC",156819,100
"PULTEGROUP, INC.","pultegroup inc","PULTEGROUP INC",8823,100
"PURITAN-BENNETT CORPORATION","puritan bennett corp","PURITAN-BENNETT CORP",8829,100
"PUROLATOR COURIER CORP","purolator courier corp","PUROLATOR COURIER CORP",8833,100
"QC HOLDINGS INC","qc holdings inc","QC HOLDINGS INC",160417,100
"QC HOLDINGS, INC.","qc holdings inc","QC HOLDINGS INC",160417,100
"QEP RESOURCES INC","qep resources inc","QEP RESOURCES INC",154357,100
"QUAD/GRAPHICS INC","quad graphics inc","QUAD/GRAPHICS INC",184748,100
"QUAKER OATS CO","quaker oats co","QUAKER OATS CO",8852,100
"QUAKER OATS COMPANY","quaker oats co","QUAKER OATS CO",8852,100
"QUAL-MED INC","qual med inc","QUAL-MED INC/DE",24166,89.3999249734
"QUALCOMM INCORPORATED","qualcomm inc","QUALCOMM INC",24800,100
"Quest Diagnostics Incorporated","quest diagnostics inc","QUEST DIAGNOSTICS INC",64166,100
"QUEST DIAGNOSTICS INCORPORATED","quest diagnostics inc","QUEST DIAGNOSTICS INC",64166,100
"Questar Corporation","questar corp","QUESTAR CORP",8873,100
"QUESTAR CORPORATION","questar corp","QUESTAR CORP",8873,100
"QUESTECH INC","questech inc","QUESTECH INC",8874,100
"QUESTOR CORPORATION","questor corp","QUESTOR CORP",8875,100
"QUIXOTE CORPORATION","quixote corp","QUIXOTE CORP",8881,100
"QUORUM HEALTH CORPORATION","quorum health corp","QUORUM HEALTH CORP",26157,100
"QWEST COMMUNICATIONS CORPORATION","qwest communications corp","QWEST COMMUNICATION INTL INC",61489,86.1705833425
"Qwest Communications International Inc","qwest communications intl inc","QWEST COMMUNICATION INTL INC",61489,95.7640214719
"QWEST COMMUNICATIONS INTERNATIONAL INC","qwest communications intl inc","QWEST COMMUNICATION INTL INC",61489,95.7640214719
"R R DONNELLEY & SONS COMPANY","r r donnelley & sons co","DONNELLEY (R R) & SONS CO",4040,100
"RailAmerica","railamerica","RAILAMERICA INC",25921,98.3439268315
"RAILAMERICA INC","railamerica inc","RAILAMERICA INC",25921,100
"RAILAMERICA INC.","railamerica inc","RAILAMERICA INC",25921,100
"RAILROAD CO; MISSOURI-KANSAS-TEXAS","railroad co missouri kansas texas","MISSOURI KANS TEX RAILROAD",7456,82.7330844776
"RAINIER BANCORPORATION","rainier bancorporation","RAINIER BANCORPORATION",8932,100
"RALPHS GROCERY COMPANY","ralphs grocery co","RALPHS GROCERY CO",23251,100
"RALSTON PURINA COMPANY","ralston purina co","RALSTON PURINA CO",28701,100
"RAYCHEM CORPORATION","raychem corp","RAYCHEM CORP",8960,100
"RAYMOND INTERNATIONAL INC","raymond intl inc","RAYMOND INTL INC/DE",8968,93.8333329203
"RAYONIER ADVANCED MATERIALS INC","rayonier advanced materials inc","RAYONIER ADVANCED MATERIALS",20502,99.3216075368
"RAYONIER ADVANCED MATERIALS INC.","rayonier advanced materials inc","RAYONIER ADVANCED MATERIALS",20502,99.3216075368
"RAYONIER INC","rayonier inc","RAYONIER INC",5862,100
"RAYONIER INC.","rayonier inc","RAYONIER INC",5862,100
"RAYONIER, INC.","rayonier inc","RAYONIER INC",5862,100
"RAYTHEON CO","raytheon co","RAYTHEON CO",8972,100
"Raytheon Company","raytheon co","RAYTHEON CO",8972,100
"RAYTHEON COMPANY","raytheon co","RAYTHEON CO",8972,100
"RAYTHEON CORPORATION","raytheon corp","RAYTHEON CO",8972,95.8051456745
"RBS CITIZENS FINANCIAL GROUP, INC.","rbs citizens financial group inc","CITIZENS FINANCIAL GROUP INC",21825,83.6816689366
"RCN CORPORATION","rcn corp","RCN CORP",65448,100
"READER'S DIGEST ASSOCIATION INC","readers digest association inc","READERS DIGEST ASSN INC",20783,82.1836242097
"REALOGY HOLDINGS CORPORATION","realogy holdings corp","REALOGY HOLDINGS CORP",174022,100
"RECYCLING INDUSTRIES; NAT'L ASS'N","recycling industries natl assn","RECYCLING INDUSTRIES INC",61320,85.8483220213
"RECYCLING INDUSTRIES; NATIONAL ASSOC","recycling industries national assoc","RECYCLING INDUSTRIES INC",61320,83.1604139542
"REEBOK INTERNATIONAL LTD","reebok intl ltd","REEBOK INTERNATIONAL LTD",9004,100
"Regions Financial Corporation","regions financial corp","REGIONS FINANCIAL CORP",4674,100
"REGIONS FINANCIAL CORPORATION","regions financial corp","REGIONS FINANCIAL CORP",4674,100
"Regions Financial Corporation Committe","regions financial corp committe","REGIONS FINANCIAL CORP",4674,85.4148667767
"Regions Financial Corporation Politica","regions financial corp politica","REGIONS FINANCIAL CORP",4674,83.2796427377
"REHABCARE GROUP INC","rehabcare group inc","REHABCARE GROUP INC",24219,100
"REHABCARE GROUP, INC.","rehabcare group inc","REHABCARE GROUP INC",24219,100
"RELIANCE GROUP HOLDINGS INC","reliance group holdings inc","RELIANCE GROUP HOLDINGS",12604,98.8102166432
"RELIANCE INSURANCE COMPANY","reliance insurance co","RELIANCE INSURANCE CO",21009,100
"RELIASTAR FINANCIAL CORP","reliastar financial corp","RELIASTAR FINANCIAL CORP",8000,100
"RELX INC.","relx inc","RELX NV",100075,82.5178140824
"REMINGTON ARMS COMPANY INC","remington arms company inc","REMINGTON ARMS COMPANY INC",9043,100
"RENAISSANCE GRX INC","renaissance grx inc","RENAISSANCE GRX INC",13726,100
"RENAL CARE GROUP INC","renal care group inc","RENAL CARE GROUP INC",62036,100
"RENEWABLE ENERGY GROUP INC","renewable energy group inc","RENEWABLE ENERGY GROUP INC",187692,100
"RENO AIR INC","reno air inc","RENO AIR INC",25568,100
"RENT-A-CENTER INC","rent a center inc","RENT-A-CENTER INC",31460,100
"RENT-A-CENTER, INC.","rent a center inc","RENT-A-CENTER INC",31460,100
"RENTECH INC","rentech inc","RENTECH INC",23898,100
"RENTECH, INC.","rentech inc","RENTECH INC",23898,100
"RENTRAK CORPORATION","rentrak corp","RENTRAK CORP",12815,100
"REPUBLIC AIRLINES INC","republic airlines inc","REPUBLIC AIRLINES INC",9055,100
"REPUBLIC FINANCIAL SERVICES INC","republic financial services inc","REPUBLIC SERVICES INC",112168,84.127277868
"REPUBLIC STEEL CORPORATION","republic steel corp","REPUBLIC STEEL CORP",9064,100
"RESOLUTE FOREST PRODUCTS US INC.","resolute forest products us inc","RESOLUTE FOREST PRODUCTS INC",2337,96.0301542379
"RESPIRONICS INC","respironics inc","RESPIRONICS INC",14385,100
"REVCO DS INC","revco ds inc","REVCO D.S. INC",13961,100
"REVERE COPPER & BRASS INC","revere copper & brass inc","REVERE COPPER & BRASS INC",9103,100
"REXALL SUNDOWN INC","rexall sundown inc","REXALL SUNDOWN INC",28469,100
"REXNORD INC","rexnord inc","REXNORD CORP",180474,95.1224476058
"Reynolds American Inc.","reynolds american inc","REYNOLDS AMERICAN INC",120877,100
"REYNOLDS AMERICAN INC.","reynolds american inc","REYNOLDS AMERICAN INC",120877,100
"REYNOLDS AMERICAN, INC.","reynolds american inc","REYNOLDS AMERICAN INC",120877,100
"REYNOLDS AND REYNOLDS COMPANY","reynolds & reynolds co","REYNOLDS & REYNOLDS  -CL A",9112,96.6466665015
"REYNOLDS METALS COMPANY","reynolds metals co","REYNOLDS METALS CO",9114,100
"RHODIA INC","rhodia inc","RHODIA",112040,98.2638496816
"RHONE-POULENC INC","rhone poulenc inc","RHONE-POULENC RORER",9236,84.8447842498
"RHONE-POULENC RORER INC","rhone poulenc rorer inc","RHONE-POULENC RORER",9236,99.2606333922
"RICELAND FOODS INC","riceland foods inc","RICELAND FOODS INC",13244,100
"RICELAND FOODS, INC.","riceland foods inc","RICELAND FOODS INC",13244,100
"RICHTON INTERNATIONAL CORPORATION","richton intl corp","RICHTON INTERNATIONAL CORP",9132,100
"RIEGEL TEXTILE CORPORATION","riegel textile corp","RIEGEL TEXTILE CORP",9140,100
"RIHT FINANCIAL CORPORATION","riht financial corp","RIHT FINANCIAL CORP",8897,100
"Rite Aid Corporation","rite aid corp","RITE AID CORP",9155,100
"RITE AID CORPORATION","rite aid corp","RITE AID CORP",9155,100
"RIVIANA FOODS INC","riviana foods inc","RIVIANA FOODS INC",31590,100
"ROBLIN INDUSTRIES INC","roblin industries inc","ROBLIN INDUSTRIES",9188,98.7119875967
"ROCHESTER & PITTSBURGH COAL COMPANY","rochester & pittsburgh coal co","ROCHESTER & PITTSBURGH COAL",9193,98.9608071472
"ROCHESTER GAS AND ELECTRIC CORPORATION","rochester gas & electric corp","ROCHESTER GAS & ELECTRC CORP",146774,83.6724221275
"Rockwell Collins Inc.","rockwell collins inc","ROCKWELL COLLINS INC",144066,100
"ROCKWELL COLLINS INC.","rockwell collins inc","ROCKWELL COLLINS INC",144066,100
"RODMAN & RENSHAW CAPITAL GROUP INC","rodman & renshaw capital group inc","RODMAN & RENSHAW CAPITAL-OLD",12213,89.0718856042
"ROGERS","rogers","ROGERS CORP",9216,93.8790186328
"ROHM AND HAAS COMPANY","rohm & haas co","ROHM AND HAAS CO",9217,100
"ROLLINS INC","rollins inc","ROLLINS INC",9225,100
"ROLM CORPORATION","rolm corp","ROLM CORP",9226,100
"ROTARY POWER INTERNATIONAL INC","rotary power intl inc","ROTARY POWER INTL INC",29697,100
"ROUNDY'S INC","roundys inc","ROUNDY'S INC",199456,100
"ROY F WESTON INC","roy f weston inc","WESTON (ROY F)  -SER A",12805,88.0646943272
"ROYAL CARRIBBEAN CRUISE LINE, INC","royal carribbean cruise line inc","ROYAL CARIBBEAN CRUISES LTD",28191,81.0839740446
"ROYSTER-CLARK INC","royster clark inc","ROYSTER-CLARK LTD",148327,92.2705335042
"RPM INTERNATIONAL INC","rpm intl inc","RPM INTERNATIONAL INC",8902,100
"RRI ENERGY, INC.","rri energy inc","RRI ENERGY INC",140977,100
"RSA SECURITY INC","rsa security inc","RSA SECURITY INC",31168,100
"RTI INTERNATIONAL METALS INC","rti intl metals inc","RTI INTL METALS INC",16650,100
"RUBY TUESDAY INC","ruby tuesday inc","RUBY TUESDAY INC",7566,100
"RURAL/METRO CORPORATION","rural metro corp","RURAL/METRO CORP",28616,100
"RUSSELL","russell","RUSSELL CORP",9293,95.0450918835
"RUSSELL CORPORATION","russell corp","RUSSELL CORP",9293,100
"RYDER SYSTEM INC","ryder system inc","RYDER SYSTEM INC",9299,100
"RYDER SYSTEM INC.","ryder system inc","RYDER SYSTEM INC",9299,100
"Ryder System, Inc.","ryder system inc","RYDER SYSTEM INC",9299,100
"RYDER SYSTEM, INC.","ryder system inc","RYDER SYSTEM INC",9299,100
"S & A RESTAURANT CORP","s & a restaurant corp","S & A RESTAURANT CORP",16463,100
"S C JOHNSON & SON INC","s c johnson & son inc","JOHNSON & JOHNSON",6266,84.3089850204
"S&P GLOBAL INC.","s & p global inc","S&P GLOBAL INC",7163,100
"S&T BANK/S&T BANCORP INC","s & t bank s & t bancorp inc","S & T BANCORP INC",19570,92.4706580774
"S.C. JOHNSON & SON, INC.","sc johnson & son inc","JOHNSON & JOHNSON",6266,84.7709172353
"SABRE HOLDINGS CORP.","sabre holdings corp","SABRE HOLDINGS CORP  -CL A",63766,83.7011137185
"SABRE HOLDINGS CORPORATION","sabre holdings corp","SABRE HOLDINGS CORP  -CL A",63766,83.7011137185
"SABRE INC","sabre inc","SABRE CORP",19649,92.0512902009
"SAFECO CORP","safeco corp","SAFECO CORP",9351,100
"Safeco Corporation","safeco corp","SAFECO CORP",9351,100
"SAFEGUARD SCIENTIFICS INC","safeguard scientifics inc","SAFEGUARD SCIENTIFICS INC",9355,100
"SAFETY-KLEEN CORP.","safety kleen corp","SAFETY-KLEEN CORP",9224,100
"SAFETY-KLEEN CORPORATION","safety kleen corp","SAFETY-KLEEN CORP",9224,100
"SAFETY-KLEEN HOLDCO INC","safety kleen holdco inc","SAFETY-KLEEN CORP",9224,81.5677720626
"SAFETY-KLEEN INC.","safety kleen inc","SAFETY-KLEEN CORP",9224,96.3660784324
"Safeway Inc.","safeway inc","SAFEWAY INC",9359,100
"SAFEWAY INC.","safeway inc","SAFEWAY INC",9359,100
"SAFEWAY STORES, INCORPORATED","safeway stores inc","SAFEWAY INC",9359,87.0910553055
"SAGA CORPORATION","saga corp","SAGA CORP",9361,100
"Saks Incorporated","saks inc","SAKS INC",13380,100
"SAKS INCORPORATED","saks inc","SAKS INC",13380,100
"SALESFORCE.COM INC","salesforcecom inc","SALESFORCE.COM INC",157855,100
"SALLIE MAE INC","sallie mae inc","ELLIE MAE INC",186955,81.0368683006
"SALLIE MAE INC.","sallie mae inc","ELLIE MAE INC",186955,81.0368683006
"SALOMON BROTHERS INC.","salomon brothers inc","SALOMON BROTHERS FUND INC",6657,92.2959239099
"SALOMON SMITH BARNEY HOLDINGS INC","salomon smith barney holdings inc","SMITH BARNEY HOLDINGS INC",60841,81.8194271781
"SAN DIEGO FEDERAL SAVINGS & LOAN","san diego federal savings & loan","SUN SAVINGS & LOAN-SAN DIEGO",10158,84.3197385209
"SAN DIEGO GAS & ELECTRIC COMPANY","san diego gas & electric co","SAN DIEGO GAS & ELECTRIC CO",65090,100
"SANCHEZ","sanchez","SANCHEZ ENERGY CORP",188663,83.9713974409
"SANTA FE INDUSTRIES","santa fe industries","SANTA FE INDUSTRIES",9404,100
"SANTA FE INTERNATIONAL CORP","santa fe intl corp","SANTA FE INTERNATIONAL CORP",64876,100
"SANTA FE PACIFIC GOLD CORP","santa fe pacific gold corp","SANTA FE PACIFIC GOLD CORP",30344,100
"SANTA FE SOUTHERN PACIFIC CORPORATION","santa fe southern pacific corp","SANTA FE PACIFIC CORP",9408,82.3035235446
"SAVANNAH BANK & TRUST CO OF SAVANNAH","savannah bank & trust co of savannah","SAVANNAH BANCORP INC",21374,85.349182926
"SAVANNAH ELECTRIC AND POWER COMPANY","savannah electric & power co","SAVANNAH ELECTRIC & POWER CO",9432,100
"SAVANNAH FOODS & INDUSTRIES INC","savannah foods & industries inc","SAVANNAH FOODS & INDS",9433,84.1934629707
"SAVINGS & LOAN ASS'N-SAN DIEGO/HOME","savings & loan assn san diego home","SUN SAVINGS & LOAN-SAN DIEGO",10158,83.2175349111
"SAVINGS & LOAN ASS'N OF OKLAHOMA INC","savings & loan assn of oklahoma inc","OKLAHOMA SAVINGS INC",28517,83.4335333816
"SAVINGS & LOAN ASS'N; MERCURY","savings & loan assn mercury","MERCURY SAVINGS & LOAN ASSC",7259,86.9284200063
"SAVINGS & LOAN ASS'N; WESTERN","savings & loan assn western","WESTERN SAVINGS & LOAN ASSOC",11422,89.2672282034
"SAVINGS & LOAN; SAN DIEGO FED'L","savings & loan san diego fedl","SUN SAVINGS & LOAN-SAN DIEGO",10158,83.807155166
"SCA SERVICES INC","sca services inc","SCA SERVICES INC",9312,100
"SCANA Corporation","scana corp","SCANA CORP",9445,100
"SCANA CORPORATION","scana corp","SCANA CORP",9445,100
"Schering-Plough Corporation","schering plough corp","SCHERING-PLOUGH",9459,97.2873076614
"SCHERING-PLOUGH CORPORATION","schering plough corp","SCHERING-PLOUGH",9459,97.2873076614
"Schering - Plough Corporation","schering plough corp","SCHERING-PLOUGH",9459,97.2873076614
"SCHERING - PLOUGH CORPORATION","schering plough corp","SCHERING-PLOUGH",9459,97.2873076614
"SCHNEIDER INC","schneider inc","SCHNEIDER NATIONAL INC",264193,87.2692779268
"SCHNEIDER NATIONAL INC","schneider national inc","SCHNEIDER NATIONAL INC",264193,100
"SCHOTTENSTEIN STORES CORPORATION","schottenstein stores corp","SCHOTTENSTEIN STORES CORP",9470,100
"SCHOTTENSTEIN STORES CORPORATION PAC","schottenstein stores corp pac","SCHOTTENSTEIN STORES CORP",9470,95.4802465834
"SCI SYSTEMS INC","sci systems inc","SCI SYSTEMS INC",9313,100
"SCIELE PHARMA INC","sciele pharma inc","SCIELE PHARMA INC",135986,100
"SCIENCE APPLICATIONS INTERNATIONAL CORPORATION","science applications intl corp","SCIENCE APPLICATIONS INTL CP",18683,92.4643269549
"SCIENTIFIC ATLANTA","scientific atlanta","SCIENTIFIC-ATLANTA INC",9483,99.001979433
"SCM CORPORATION","scm corp","SCM CORP",9316,100
"SCOA INDUSTRIES INC","scoa industries inc","SCOA INDUSTRIES INC",9502,100
"SCOTT","scott","SCOTT CORP",9510,93.9080941069
"SCOTT PAPER COMPANY","scott paper co","SCOTT PAPER CO",9514,100
"SEA-LAND CORPORATION","sea land corp","SEA LAND CORP",9534,100
"SEABOARD CORPORATION","seaboard corp","SEABOARD CORP",9538,100
"SEABULK INTERNATIONAL INC","seabulk intl inc","SEABULK INTERNATIONAL INC",63460,100
"SEABULK INTERNATIONAL INC.","seabulk intl inc","SEABULK INTERNATIONAL INC",63460,100
"Sears Holdings Corporation","sears holdings corp","SEARS HOLDINGS CORP",6307,100
"SEARS HOLDINGS CORPORATION","sears holdings corp","SEARS HOLDINGS CORP",6307,100
"SEARS ROEBUCK & CO","sears roebuck & co","SEARS ROEBUCK & CO",9563,100
"SEARS ROEBUCK AND CO","sears roebuck & co","SEARS ROEBUCK & CO",9563,100
"SEAWORLD PARKS & ENTERTAINMENT INC.","seaworld parks & entertainment inc","SEAWORLD ENTERTAINMENT INC",186392,90.6655204278
"SECURITY BANCORP INC","security bancorp inc","SECURITY BANC CORP",31433,95.0617064899
"SECURITY PACIFIC CORPORATION","security pacific corp","SECURITY PACIFIC CORP",9577,100
"SEDCO INC","sedco inc","SEDCO INC",9581,100
"SELECT MEDICAL CORPORATION","select medical corp","SELECT MEDICAL CORP",141382,100
"Sempra Energy","sempra energy","SEMPRA ENERGY",8272,100
"SEMPRA ENERGY","sempra energy","SEMPRA ENERGY",8272,100
"SENSORMATIC ELECTRONICS CORPORATION","sensormatic elec","SENSORMATIC ELECTRONICS",9602,100
"SEPRACOR INC","sepracor inc","SEPRACOR INC",24473,100
"Sepracor Inc. - Corporation","sepracor inc corp","SEPRACOR INC",24473,96.284417921
"SERVICES GROUP OF AMERICA","services group of america","AMERICA SERVICE GROUP INC",24669,88.2185409834
"SHAKLEE CORPORATION","shaklee corp","SHAKLEE CORP",9631,100
"SHAW GROUP INC","shaw group inc","SHAW GROUP INC",29353,100
"SHAWMUT CORP","shawmut corp","SHAWMUT CORP",9645,100
"SHAWMUT NATIONAL CORPORATION","shawmut national corp","SHAWMUT NATIONAL CORP",5501,100
"SHEARSON LEHMAN BROTHERS INC","shearson lehman brothers inc","SHEARSON LEHMAN BROTHERS INC",12406,100
"SHEARSON LOEB RHODES INC","shearson loeb rhodes inc","SHEARSON LOEB RHOADES",9646,82.1926404976
"SHELL OIL CO","shell oil co","SHELL OIL CO",9653,100
"Shell Oil Company","shell oil co","SHELL OIL CO",9653,100
"SHELL OIL COMPANY","shell oil co","SHELL OIL CO",9653,100
"SHELLER-GLOBE CORPORATION","sheller globe corp","SHELLER-GLOBE",9656,97.0170887938
"SHERWIN-WILLIAMS COMPANY","sherwin williams co","SHERWIN-WILLIAMS CO",9667,100
"SHIRE VIROPHARMA INCORPORATED","shire viropharma inc","VIROPHARMA INC",64004,81.790350841
"SHONEYS INC","shoneys inc","SHONEY'S INC",9673,100
"SHOWBOAT INC","showboat inc","SHOWBOAT INC",9682,100
"SIEBEL SYSTEMS INC","siebel systems inc","SIEBEL SYSTEMS INC",63180,100
"Siemens Corporation","siemens corp","SIEMENS AG",19349,83.1808404842
"SIEMENS CORPORATION","siemens corp","SIEMENS AG",19349,83.1808404842
"SIERRA HEALTH SERVICES","sierra health services","SIERRA HEALTH SERVICES",9689,100
"Sierra Health Services Political Actio","sierra health services political actio","SIERRA HEALTH SERVICES",9689,81.0485828836
"SIERRA PACIFIC POWER COMPANY","sierra pacific power co","SIERRA PACIFIC POWER CO",9691,100
"Sierra Pacific Resources","sierra pacific resources","SIERRA PACIFIC RES-OLD",9692,82.767850223
"SIERRA PACIFIC RESOURCES","sierra pacific resources","SIERRA PACIFIC RES-OLD",9692,82.767850223
"SIGNAL FINANCIAL CORPORATION","signal financial corp","SIGNAL FINANCE CORP",9706,86.6577705365
"SIGNET BANKING CORP.","signet banking corp","SIGNET BANKING CORP",2022,100
"SILICON VALLEY BANK","silicon valley bank","SILICON VALLEY GROUP INC",9718,81.1558387927
"SIMULA INC","simula inc","SIMULA INC",25164,100
"SINCLAIR BROADCAST GROUP INC","sinclair broadcast group inc","SINCLAIR BROADCAST GP  -CL A",60800,81.8914234155
"SKILLED HEALTHCARE GROUP INC","skilled healthcare group inc","SKILLED HEALTHCARE GROUP INC",176291,100
"SKILLED HEALTHCARE GROUP, INC.","skilled healthcare group inc","SKILLED HEALTHCARE GROUP INC",176291,100
"SLM CORPORATION","slm corp","SLM CORP",20430,100
"SMITH","smith","SMITH INTERNATIONAL INC",9772,84.2516958707
"SMITH & NEPHEW INC","smith & nephew inc","SMITH & NEPHEW PLC",101317,90.8632071349
"SMITH BARNEY INC","smith barney inc","SMITH BARNEY MUN FD INC",25620,85.8444644386
"SMITHFIELD FOODS INC POLITICAL ACTION","smithfield foods inc political action","SMITHFIELD FOODS INC",9774,82.8880417606
"Smithfield Foods Inc.","smithfield foods inc","SMITHFIELD FOODS INC",9774,100
"SMITHFIELD FOODS INC.","smithfield foods inc","SMITHFIELD FOODS INC",9774,100
"SMITHKLINE BECKMAN CORPORATION","smithkline beckman corp","SMITHKLINE BECKMAN CORP",9775,100
"SMITHKLINE BEECHAM CORPORATION","smithkline beecham corp","SMITHKLINE BEECHAM (UK) PLC",14261,84.1379014728
"Smurfit-Stone Container Corporation","smurfit stone container corp","SMURFIT-STONE CONTAINER CORP",6242,100
"SMURFIT-STONE CONTAINER CORPORATION","smurfit stone container corp","SMURFIT-STONE CONTAINER CORP",6242,100
"SODEXHO MARRIOTT SERVICES INC","sodexho marriott services inc","SODEXHO MARRIOTT SVCS INC",66684,82.8449934815
"Sodexo Inc.","sodexo inc","SODEXO",102089,98.5519281306
"SODEXO INC.","sodexo inc","SODEXO",102089,98.5519281306
"SOLARCITY CORPORATION","solarcity corp","SOLARCITY CORP",15314,100
"SOLUTIA INC","solutia inc","SOLUTIA INC",65350,100
"Solutia Inc.","solutia inc","SOLUTIA INC",65350,100
"SOLUTIA INC.","solutia inc","SOLUTIA INC",65350,100
"SONAT INC","sonat inc","SONAT INC",9810,100
"SONIC AUTOMOTIVE INC","sonic automotive inc","SONIC AUTOMOTIVE INC  -CL A",65831,93.4151728038
"SONOCO PRODUCTS COMPANY","sonoco products co","SONOCO PRODUCTS CO",9815,100
"SONOSITE INC","sonosite inc","SONOSITE INC",66728,100
"SOUTH CAROLINA NATIONAL CORPORATION","south carolina national corp","SOUTH CAROLINA NATL CORP",9829,85.867797304
"SOUTH CENTRAL BELL TELEPHONE CO","south central bell telephone co","SOUTH CENTRAL BELL TELEPHONE",9830,98.7138675231
"SOUTH FINANCIAL GROUP","south financial group","SOUTH FINANCIAL GROUP INC",17640,98.6159911202
"SOUTH FINANCIAL GROUP INC","south financial group inc","SOUTH FINANCIAL GROUP INC",17640,100
"SOUTHDOWN INC","southdown inc","SOUTHDOWN INC",9837,100
"SOUTHEAST BANKING CORPORATION","southeast banking corp","SOUTHEAST BANKING CORP",9838,100
"SOUTHERN CALIFORNIA EDISON CO","southern california edison co","SOUTHERN CALIFORNIA EDISON",14912,98.6172191717
"Southern Company","southern co","SOUTHERN CO",9850,100
"SOUTHERN COMPANY","southern co","SOUTHERN CO",9850,100
"SOUTHERN INDIANA GAS & ELECTRIC CO","southern indiana gas & electric co","SOUTHERN INDIANA GAS&ELECTR",65094,92.3272738474
"SOUTHERN NATIONAL CORPORATION","southern national corp","SOUTHERN NATIONAL BANCORP VA",175607,83.9337261781
"SOUTHERN NEW ENGLAND TELECOMM CORP","southern new england telecomm corp","SOUTHERN NEW ENG TELECOMM",9861,84.3161025789
"SOUTHERN NEW ENGLAND TELEPHONE CO","southern new england telephone co","SOUTHERN NEW ENG TELEPHONE",13153,86.6642742059
"Southern Union Company","southern union co","SOUTHERN UNION CO",9867,100
"SOUTHERN UNION COMPANY","southern union co","SOUTHERN UNION CO",9867,100
"SOUTHLAND CORPORATION","southland corp","SOUTHLAND ENERGY CORP",9873,86.8001580096
"SOUTHLAND FINANCIAL CORPORATION","southland financial corp","SOUTHLAND FINANCIAL CORP",9875,100
"SOUTHLAND ROYALTY COMPANY","southland royalty co","SOUTHLAND ROYALTY CO",9878,100
"SOUTHMARK CORPORATION","southmark corp","SOUTHMARK CORP",9879,100
"SouthTrust Corporation","southtrust corp","SOUTHTRUST CORP",9880,100
"SOUTHTRUST CORPORATION","southtrust corp","SOUTHTRUST CORP",9880,100
"SOUTHWEST AIRLINES CO","southwest airlines co","SOUTHWEST AIRLINES",9882,98.2251987868
"SOUTHWEST BANCSHARES INC","southwest bancshares inc","SOUTHWEST BANCSHARES",9885,98.8702152108
"SOUTHWEST BANK","southwest bank","SOUTHWEST BANCORP",9884,84.6234162379
"SOUTHWEST FOREST INDUSTRIES INC","southwest forest industries inc","SOUTHWEST FOREST INDUSTRIES",9889,99.1608755449
"SOUTHWESTERN BELL CORPORATION","southwestern bell corp","SOUTHWESTERN BELL CORP-PRE",9897,84.2950759559
"SOUTHWESTERN ENERGY COMPANY","southwestern energy co","SOUTHWESTERN ENERGY CO",9904,100
"SPARTA INC","sparta inc","SPARTA INC/DE",27822,89.2964502703
"SPECIALTY RETAILERS INC","specialty retailers inc","SPECIALTY RETAILERS",20895,98.9905131146
"Spectra Energy Corp","spectra energy corp","SPECTRA ENERGY CORP",176282,100
"SPECTRA ENERGY CORP","spectra energy corp","SPECTRA ENERGY CORP",176282,100
"SPECTRA ENERGY CORPORATION","spectra energy corp","SPECTRA ENERGY CORP",176282,100
"SPECTRUM GROUP","spectrum group","SPECTRUM GROUP INC",9938,98.5404798376
"SPERRY & HUTCHINSON CO","sperry & hutchinson co","SPERRY & HUTCHINSON CO",9946,100
"SPERRY & HUTCHINSON CO; THE","sperry & hutchinson co the","SPERRY & HUTCHINSON CO",9946,94.4439906814
"SPERRY CORPORATION","sperry corp","SPERRY CORP",9947,100
"SPIEGEL INC","spiegel inc","SPIEGEL INC  -CL A",9952,90.5850022542
"SPIRIT AEROSYSTEMS INC","spirit aerosystems inc","SPIRIT AEROSYSTEMS HOLDINGS",164494,88.834368749
"SPIRIT AEROSYSTEMS, INC. PAC","spirit aerosystems inc pac","SPIRIT AEROSYSTEMS HOLDINGS",164494,84.791851944
"SPIRIT AIRLINES INC","spirit airlines inc","SPIRIT AIRLINES INC",185624,100
"SPRECKELS INDUSTRIES INC","spreckels industries inc","SPRECKELS INDUSTRIES  -CL A",14896,92.7907765078
"SPRINGS INDUSTRIES INC","springs industries inc","SPRINGS INDUSTRIES  -CL A",9963,89.8854673226
"SPRINT","sprint","SPRINT CORP",10984,93.2371136763
"Sprint Corporation","sprint corp","SPRINT CORP",10984,100
"SPRINT CORPORATION","sprint corp","SPRINT CORP",10984,100
"SQUARE D COMPANY","square d co","SQUARE D CO",9965,100
"SQUIBB CORPORATION","squibb corp","SQUIBB CORP",9967,100
"SRA International Inc.","sra intl inc","SRA INTERNATIONAL INC",147660,100
"SRA International, Inc.","sra intl inc","SRA INTERNATIONAL INC",147660,100
